Player,KD Diff,ADR,KAST,Rating,Team,Kills,Deaths,Rating 2.0,KPR,HS,Maps Played_x,DPR,Rounds Contributed,Rounds played,Total kills,Total deaths,Assists / round,KD ratio,Deaths / round,Damage / round,Saved by teammate / round,Grenade dmg / round,Saved teammate / round,Maps Played_y,Rating 1.0,Result
buda,-25.0,59.0,59.7%,0.74,9z,33,58,                          1.00,                          0.59,                          53.7%,                          42,                          0.62,                          75.0%,3634,6042,4027.0,0.14,0.9,0.67,69.0,0.11,4.2,0.1,229.0,0.97,0
mezii,26.0,98.0,81.9%,1.45,fnatic,67,41,                          1.09,                          0.68,                          52.0%,                          29,                          0.66,                          71.0%,13429,18874,11992.0,0.14,1.12,0.64,79.0,0.1,5.4,0.11,699.0,1.12,1
KRIMZ,17.0,82.1,73.6%,1.28,fnatic,58,41,                          1.02,                          0.63,                          44.4%,                          29,                          0.62,                          69.7%,35933,51461,32748.0,0.15,1.1,0.64,76.0,0.09,4.2,0.1,1951.0,1.05,1
nicoodoz,16.0,69.3,73.6%,1.18,fnatic,53,37,                          1.20,                          0.80,                          40.4%,                          94,                          0.63,                          72.6%,18466,25918,15953.0,0.08,1.16,0.62,72.3,0.08,3.6,0.09,965.0,1.1,1
roeJ,-10.0,79.2,72.2%,1.06,fnatic,43,53,                          0.99,                          0.64,                          51.4%,                          29,                          0.70,                          66.1%,20830,28409,19499.0,0.15,1.07,0.69,82.5,0.11,4.4,0.11,1073.0,1.14,1
FASHR,-2.0,71.3,79.2%,1.04,fnatic,46,48,                          1.04,                          0.65,                          53.9%,                          62,                          0.67,                          69.3%,17575,24934,16929.0,0.14,1.04,0.68,78.0,0.11,5.3,0.12,938.0,1.09,1
ZywOo,30.0,90.5,86.3%,1.61,Vitality,52,22,                          1.28,                          0.80,                          43.2%,                          36,                          0.57,                          76.2%,26815,31918,19406.0,0.12,1.38,0.61,87.3,0.09,3.7,0.12,1210.0,1.32,1
Magisk,12.0,83.4,84.3%,1.37,Vitality,39,27,                          1.14,                          0.70,                          48.1%,                          36,                          0.61,                          73.9%,30119,42197,26653.0,0.15,1.13,0.63,79.4,0.09,5.9,0.09,1599.0,1.07,1
Spinx,14.0,83.4,70.6%,1.31,Vitality,39,25,                          1.15,                          0.74,                          52.3%,                          36,                          0.60,                          74.6%,12218,16713,10708.0,0.11,1.14,0.64,77.9,0.08,3.5,0.1,627.0,1.12,1
dupreeh,6.0,70.5,80.4%,1.21,Vitality,31,25,0,0,0,0,0,0,39488,54509,35206.0,0.14,1.12,0.65,76.3,0.1,3.4,0.09,2085.0,1.07,1
apEX,-6.0,68.5,72.5%,1.0,Vitality,24,30,                          0.94,                          0.56,                          43.9%,                          36,                          0.66,                          67.6%,40164,57574,40095.0,0.16,1.0,0.7,77.5,0.1,5.4,0.09,2190.0,1.0,1
HEN1,0.0,62.4,60.8%,0.93,MIBR,33,33,                          1.05,                          0.67,                          28.8%,                          20,                          0.58,                          73.9%,25002,35415,20243.0,0.12,1.24,0.57,75.0,0.08,4.2,0.1,1359.0,1.11,0
exit,-7.0,70.5,58.8%,0.89,MIBR,28,35,                          1.06,                          0.64,                          48.3%,                          56,                          0.59,                          74.6%,18543,26798,15707.0,0.13,1.18,0.59,75.7,0.09,5.6,0.12,1029.0,1.12,0
brnz4n,-12.0,49.1,62.7%,0.72,MIBR,22,34,                          1.03,                          0.65,                          55.1%,                          56,                          0.67,                          69.3%,7135,10180,6738.0,0.13,1.06,0.66,76.6,0.12,5.0,0.1,382.0,1.11,0
insani,-17.0,66.0,58.8%,0.71,MIBR,25,42,                          1.12,                          0.72,                          55.1%,                          56,                          0.66,                          70.8%,5664,7765,5101.0,0.14,1.11,0.66,81.1,0.11,5.1,0.1,286.0,1.14,0
Tuurtle,-22.0,59.2,62.7%,0.64,MIBR,20,42,                          1.05,                          0.67,                          60.0%,                          52,                          0.68,                          69.6%,18961,27432,18282.0,0.14,1.04,0.67,76.0,0.11,3.0,0.11,1039.0,1.08,0
frozen,15.0,92.3,75.6%,1.28,MOUZ,62,47,                          1.25,                          0.76,                          53.3%,                          43,                          0.56,                          76.4%,27168,35894,22835.0,0.13,1.19,0.64,83.0,0.09,5.3,0.11,1372.0,1.13,0
torzsi,13.0,69.4,74.4%,1.14,MOUZ,61,48,                          1.22,                          0.75,                          30.5%,                          43,                          0.53,                          77.0%,12696,16933,10253.0,0.09,1.24,0.61,75.4,0.08,2.4,0.1,639.0,1.16,0
xertioN,-2.0,78.6,69.2%,1.12,MOUZ,56,58,                          1.11,                          0.70,                          51.3%,                          43,                          0.68,                          71.1%,6912,9817,6550.0,0.15,1.06,0.67,79.9,0.1,6.0,0.09,374.0,1.11,0
JDC,-2.0,77.5,67.9%,1.03,MOUZ,48,50,                          1.11,                          0.73,                          48.9%,                          35,                          0.64,                          73.2%,12066,17710,11792.0,0.12,1.02,0.67,75.1,0.09,3.2,0.1,675.0,1.05,0
dexter,-17.0,56.8,69.2%,0.79,MOUZ,37,54,                          0.88,                          0.57,                          54.4%,                          29,                          0.71,                          66.1%,21446,29716,19907.0,0.14,1.08,0.67,79.2,0.09,5.1,0.09,1150.0,1.05,0
Goofy,14.0,85.7,73.1%,1.23,9INE,63,49,                          1.01,                          0.62,                          38.4%,                          46,                          0.66,                          70.9%,27074,38801,26551.0,0.15,1.02,0.68,77.6,0.1,4.7,0.11,1432.0,1.07,1
hades,-1.0,73.1,64.1%,1.04,9INE,54,55,                          1.09,                          0.72,                          27.2%,                          46,                          0.61,                          71.0%,18146,24832,15317.0,0.09,1.18,0.62,73.6,0.07,2.4,0.08,916.0,1.12,1
mynio,-4.0,73.4,71.8%,0.99,9INE,49,53,                          0.89,                          0.57,                          47.3%,                          46,                          0.72,                          65.3%,18411,29185,20528.0,0.16,0.9,0.7,75.4,0.09,6.8,0.08,1083.0,0.91,1
Kylar,-4.0,63.1,66.7%,0.93,9INE,44,48,                          1.02,                          0.66,                          54.1%,                          46,                          0.66,                          71.0%,16844,24733,16202.0,0.12,1.04,0.66,73.2,0.09,4.6,0.11,915.0,1.05,1
KEi,-15.0,64.6,65.4%,0.87,9INE,44,59,                          1.07,                          0.70,                          46.3%,                          46,                          0.71,                          69.0%,19292,26162,18363.0,0.15,1.05,0.7,82.8,0.09,4.5,0.09,969.0,1.12,1
Krimbo,23.0,92.0,74.7%,1.35,BIG,65,42,                          1.13,                          0.70,                          49.5%,                          64,                          0.59,                          74.2%,12130,17272,10684.0,0.12,1.14,0.62,76.3,0.08,6.8,0.1,639.0,1.11,1
faveN,19.0,84.1,78.5%,1.27,BIG,60,41,                          1.12,                          0.70,                          50.4%,                          6,                          0.65,                          76.7%,29548,40397,26331.0,0.12,1.12,0.65,78.0,0.1,3.3,0.12,1509.0,1.12,1
k1to,15.0,84.1,73.4%,1.24,BIG,64,49,                          0.97,                          0.63,                          62.7%,                          62,                          0.69,                          67.7%,27602,40814,28268.0,0.12,0.98,0.69,74.3,0.1,4.7,0.09,1528.0,1.03,1
tabseN,-4.0,81.7,78.5%,1.12,BIG,52,56,                          1.05,                          0.67,                          52.2%,                          64,                          0.71,                          68.7%,42476,58675,41100.0,0.16,1.03,0.7,84.0,0.09,8.4,0.09,2210.0,1.04,1
hyped,-14.0,40.2,72.2%,0.8,BIG,34,48,                          1.15,                          0.76,                          26.7%,                          16,                          0.62,                          71.1%,6544,9404,5757.0,0.07,1.14,0.61,68.5,0.09,2.0,0.09,350.0,1.08,1
TeSeS,3.0,78.3,73.4%,1.15,Heroic,59,56,                          1.06,                          0.67,                          51.2%,                          33,                          0.66,                          73.2%,19410,27408,18287.0,0.14,1.06,0.67,77.6,0.11,4.8,0.12,1024.0,1.1,0
stavn,2.0,75.6,69.6%,1.05,Heroic,55,53,                          1.16,                          0.75,                          45.2%,                          33,                          0.67,                          73.5%,25415,34852,23485.0,0.14,1.08,0.67,81.2,0.1,4.5,0.11,1306.0,1.12,0
sjuush,-7.0,75.8,67.1%,0.98,Heroic,51,58,                          1.08,                          0.67,                          48.9%,                          33,                          0.64,                          73.7%,18402,26995,17311.0,0.13,1.06,0.64,75.3,0.11,4.1,0.11,1017.0,1.08,0
cadiaN,-11.0,55.9,62.0%,0.79,Heroic,36,47,                          1.07,                          0.66,                          29.5%,                          33,                          0.59,                          70.1%,30516,44161,27559.0,0.11,1.11,0.62,73.1,0.09,5.0,0.08,1667.0,1.04,0
jabbi,-27.0,53.2,59.5%,0.65,Heroic,34,61,                          1.02,                          0.64,                          54.1%,                          33,                          0.66,                          70.9%,17358,25957,17090.0,0.11,1.02,0.66,71.6,0.1,4.3,0.1,968.0,1.04,0
FalleN,18.0,74.6,72.7%,1.28,Imperial,58,40,                          1.02,                          0.64,                          27.8%,                          40,                          0.62,                          71.5%,31393,45454,27371.0,0.1,1.15,0.6,71.4,0.09,3.5,0.08,1730.0,1.06,0
VINI,11.0,82.2,72.7%,1.23,Imperial,54,43,                          0.99,                          0.62,                          42.0%,                          20,                          0.69,                          69.9%,19437,29362,19441.0,0.13,1.0,0.66,73.4,0.1,4.2,0.09,1119.0,1.04,0
JOTA,16.0,74.6,80.5%,1.22,Imperial,55,39,                          1.06,                          0.65,                          52.3%,                          17,                          0.63,                          74.7%,11922,16534,10374.0,0.15,1.15,0.63,81.1,0.09,6.2,0.1,632.0,1.15,0
chelo,3.0,66.4,72.7%,1.06,Imperial,48,45,                          0.97,                          0.60,                          58.9%,                          40,                          0.67,                          70.2%,19644,27707,18152.0,0.13,1.08,0.66,77.2,0.1,3.6,0.1,1063.0,1.06,0
boltz,-6.0,75.3,64.9%,1.06,Imperial,47,53,                          1.07,                          0.64,                          38.6%,                          23,                          0.65,                          72.6%,26345,37287,23622.0,0.17,1.12,0.63,81.4,0.08,8.8,0.09,1423.0,1.06,0
Techno,-6.0,83.0,70.1%,1.12,TheMongolz,51,57,                          1.06,                          0.69,                          62.4%,                          36,                          0.71,                          71.4%,6510,9695,6716.0,0.12,0.97,0.69,73.4,0.11,4.1,0.1,360.0,1.03,1
Annihilation,1.0,60.2,68.8%,0.96,TheMongolz,47,46,0,0,0,0,0,0,8096,11505,7048.0,0.1,1.15,0.61,73.4,0.08,3.3,0.09,430.0,1.11,1
bLitz,-9.0,72.2,58.4%,0.86,TheMongolz,45,54,                          1.11,                          0.73,                          50.4%,                          36,                          0.67,                          69.9%,8236,11094,7547.0,0.15,1.09,0.68,83.6,0.1,6.8,0.1,411.0,1.14,1
hasteka,-12.0,64.1,62.3%,0.81,TheMongolz,46,58,                          0.86,                          0.57,                          54.3%,                          36,                          0.71,                          63.4%,4909,7587,5549.0,0.12,0.88,0.73,72.2,0.1,3.5,0.08,287.0,0.96,1
Bart4k,-21.0,46.2,57.1%,0.67,TheMongolz,29,50,                          1.06,                          0.65,                          59.2%,                          12,                          0.62,                          72.6%,3986,6450,4321.0,0.11,0.92,0.67,66.8,0.1,4.1,0.11,239.0,0.95,1
k0nfig,1.0,80.8,72.7%,1.13,Ninjas in Pyjamas,41,40,                          0.97,                          0.65,                          61.2%,                          37,                          0.71,                          67.2%,34224,45914,31790.0,0.13,1.08,0.69,80.3,0.09,2.9,0.1,1729.0,1.07,0
headtr1ck,3.0,63.2,70.9%,1.04,Ninjas in Pyjamas,37,34,                          1.08,                          0.68,                          30.0%,                          37,                          0.57,                          70.5%,5040,6981,4146.0,0.09,1.22,0.59,74.1,0.09,4.1,0.11,260.0,1.13,0
Aleksib,-3.0,63.1,72.7%,0.94,Ninjas in Pyjamas,33,36,                          0.97,                          0.56,                          41.6%,                          40,                          0.63,                          70.5%,20062,31824,20758.0,0.16,0.97,0.65,73.4,0.11,8.3,0.09,1198.0,0.95,0
REZ,-14.0,58.8,65.5%,0.78,Ninjas in Pyjamas,26,40,                          0.98,                          0.61,                          50.2%,                          37,                          0.62,                          70.6%,28241,40534,26790.0,0.14,1.05,0.66,77.3,0.1,3.9,0.1,1535.0,1.03,0
Brollan,-14.0,65.8,52.7%,0.76,Ninjas in Pyjamas,27,41,                          0.98,                          0.61,                          57.5%,                          37,                          0.71,                          69.8%,22610,31628,21229.0,0.13,1.07,0.67,78.7,0.09,5.0,0.1,1188.0,1.11,0
electroNic,9.0,84.1,61.8%,1.24,Natus Vincere,47,38,                          1.04,                          0.66,                          47.1%,                          41,                          0.71,                          70.9%,28788,38959,25716.0,0.14,1.12,0.66,82.4,0.09,4.6,0.1,1472.0,1.08,1
s1mple,13.0,79.2,70.9%,1.21,Natus Vincere,41,28,                          1.16,                          0.75,                          40.4%,                          40,                          0.61,                          72.3%,38676,45687,28996.0,0.1,1.33,0.63,85.4,0.08,2.5,0.11,1724.0,1.24,1
Perfecto,7.0,66.9,80.0%,1.08,Natus Vincere,40,33,                          1.08,                          0.66,                          42.3%,                          41,                          0.60,                          75.3%,14575,23258,14015.0,0.13,1.04,0.6,70.2,0.09,4.8,0.09,876.0,1.04,1
npl,-2.0,79.3,69.1%,1.05,Natus Vincere,34,36,                          1.06,                          0.67,                          52.9%,                          67,                          0.69,                          70.3%,3486,5434,3689.0,0.14,0.94,0.68,72.5,0.11,5.0,0.11,203.0,1.01,1
b1t,-1.0,63.9,69.1%,0.95,Natus Vincere,29,30,                          1.09,                          0.68,                          61.9%,                          40,                          0.62,                          72.1%,11558,16631,10472.0,0.11,1.1,0.63,75.2,0.09,4.2,0.1,625.0,1.11,1
arT,7.0,87.8,79.4%,1.34,FURIA,28,21,                          1.03,                          0.65,                          43.0%,                          40,                          0.69,                          69.4%,20645,29528,20804.0,0.14,0.99,0.7,77.5,0.1,3.8,0.07,1132.0,1.08,1
saffee,5.0,64.0,61.8%,1.11,FURIA,24,19,                          1.13,                          0.72,                          28.1%,                          56,                          0.59,                          72.6%,11113,14522,8803.0,0.1,1.26,0.61,77.3,0.08,2.9,0.1,545.0,1.18,1
KSCERATO,1.0,67.9,76.5%,1.08,FURIA,21,20,                          1.18,                          0.71,                          47.9%,                          39,                          0.59,                          75.1%,20274,27512,15920.0,0.13,1.27,0.58,79.6,0.08,5.5,0.1,1053.0,1.19,1
yuurih,-2.0,85.6,73.5%,1.05,FURIA,24,26,                          1.09,                          0.68,                          41.4%,                          40,                          0.64,                          70.8%,22450,30009,19067.0,0.15,1.18,0.64,83.7,0.09,5.0,0.11,1146.0,1.17,1
drop,-3.0,75.7,64.7%,0.93,FURIA,20,23,                          1.00,                          0.59,                          48.9%,                          56,                          0.63,                          72.6%,5428,9057,5684.0,0.12,0.95,0.63,66.4,0.1,4.5,0.1,340.0,0.99,1
nicoodoz,3.0,80.1,76.5%,1.18,fnatic,23,20,                          1.20,                          0.80,                          40.4%,                          94,                          0.63,                          72.6%,18466,25918,15953.0,0.08,1.16,0.62,72.3,0.08,3.6,0.09,965.0,1.1,0
mezii,1.0,85.4,73.5%,1.18,fnatic,26,25,                          1.09,                          0.68,                          52.0%,                          29,                          0.66,                          71.0%,13429,18874,11992.0,0.14,1.12,0.64,79.0,0.1,5.4,0.11,699.0,1.12,0
FASHR,1.0,73.2,64.7%,0.98,fnatic,24,23,                          1.04,                          0.65,                          53.9%,                          62,                          0.67,                          69.3%,17575,24934,16929.0,0.14,1.04,0.68,78.0,0.11,5.3,0.12,938.0,1.09,0
roeJ,-4.0,62.9,55.9%,0.86,fnatic,19,23,                          0.99,                          0.64,                          51.4%,                          29,                          0.70,                          66.1%,20830,28409,19499.0,0.15,1.07,0.69,82.5,0.11,4.4,0.11,1073.0,1.14,0
KRIMZ,-10.0,55.3,55.9%,0.76,fnatic,16,26,                          1.02,                          0.63,                          44.4%,                          29,                          0.62,                          69.7%,35933,51461,32748.0,0.15,1.1,0.64,76.0,0.09,4.2,0.1,1951.0,1.05,0
broky,17.0,123.9,89.5%,2.02,FaZe,24,7,                          1.06,                          0.65,                          31.2%,                          28,                          0.59,                          71.0%,16746,23792,14486.0,0.1,1.16,0.61,73.0,0.1,3.5,0.11,889.0,1.1,1
Twistzz,9.0,103.7,89.5%,1.62,FaZe,18,9,                          1.10,                          0.70,                          58.4%,                          28,                          0.61,                          73.2%,30120,41428,25749.0,0.12,1.17,0.62,76.6,0.1,3.6,0.12,1572.0,1.11,1
ropz,13.0,106.2,84.2%,1.59,FaZe,21,8,                          1.13,                          0.75,                          59.5%,                          28,                          0.63,                          72.0%,25899,35005,21473.0,0.1,1.21,0.61,78.6,0.07,2.6,0.09,1318.0,1.15,1
rain,3.0,78.4,84.2%,1.23,FaZe,13,10,                          1.00,                          0.62,                          55.6%,                          28,                          0.68,                          66.3%,33602,47577,32796.0,0.15,1.02,0.69,79.7,0.1,3.9,0.09,1792.0,1.02,1
karrigan,0.0,54.4,78.9%,0.97,FaZe,10,10,                          0.86,                          0.53,                          45.0%,                          28,                          0.68,                          65.1%,35661,57886,40036.0,0.13,0.89,0.69,68.2,0.09,5.1,0.07,2201.0,0.9,1
dav1deuS,-5.0,76.4,63.2%,0.83,9z,12,17,                          1.13,                          0.74,                          53.2%,                          42,                          0.69,                          69.9%,10099,13590,9223.0,0.14,1.09,0.68,82.2,0.11,3.6,0.1,512.0,1.14,0
dgt,-6.0,72.8,73.7%,0.82,9z,11,17,                          1.19,                          0.76,                          49.5%,                          42,                          0.57,                          74.8%,12085,16351,9871.0,0.12,1.22,0.6,77.9,0.09,3.8,0.11,618.0,1.16,0
max,-8.0,58.3,57.9%,0.72,9z,10,18,                          1.02,                          0.60,                          46.2%,                          42,                          0.63,                          71.1%,13591,19938,13135.0,0.15,1.03,0.66,77.9,0.1,4.9,0.1,753.0,1.09,0
buda,-13.0,42.6,57.9%,0.47,9z,5,18,                          1.00,                          0.59,                          53.7%,                          42,                          0.62,                          75.0%,3634,6042,4027.0,0.14,0.9,0.67,69.0,0.11,4.2,0.1,229.0,0.97,0
try,-10.0,30.8,57.9%,0.41,9z,6,16,                          1.15,                          0.71,                          37.5%,                          42,                          0.57,                          73.5%,10112,13350,7969.0,0.1,1.27,0.6,76.8,0.09,3.8,0.1,503.0,1.19,0
apEX,7.0,77.2,72.2%,1.21,Vitality,29,22,                          0.94,                          0.56,                          43.9%,                          36,                          0.66,                          67.6%,40164,57574,40095.0,0.16,1.0,0.7,77.5,0.1,5.4,0.09,2190.0,1.0,0
Spinx,6.0,73.8,66.7%,1.15,Vitality,28,22,                          1.15,                          0.74,                          52.3%,                          36,                          0.60,                          74.6%,12218,16713,10708.0,0.11,1.14,0.64,77.9,0.08,3.5,0.1,627.0,1.12,0
ZywOo,2.0,74.9,58.3%,1.01,Vitality,23,21,                          1.28,                          0.80,                          43.2%,                          36,                          0.57,                          76.2%,26815,31918,19406.0,0.12,1.38,0.61,87.3,0.09,3.7,0.12,1210.0,1.32,0
dupreeh,-5.0,65.0,66.7%,0.91,Vitality,17,22,0,0,0,0,0,0,39488,54509,35206.0,0.14,1.12,0.65,76.3,0.1,3.4,0.09,2085.0,1.07,0
Magisk,-12.0,54.4,66.7%,0.69,Vitality,13,25,                          1.14,                          0.70,                          48.1%,                          36,                          0.61,                          73.9%,30119,42197,26653.0,0.15,1.13,0.63,79.4,0.09,5.9,0.09,1599.0,1.07,0
degster,7.0,74.3,77.8%,1.2,OG,25,18,0,0,0,0,0,0,17369,22369,13416.0,0.09,1.29,0.6,78.3,0.08,2.9,0.1,833.0,1.2,1
F1KU,0.0,82.4,69.4%,1.09,OG,24,24,                          1.01,                          0.64,                          55.6%,                          62,                          0.67,                          69.4%,15424,22736,15290.0,0.13,1.01,0.67,75.9,0.1,4.8,0.09,837.0,1.05,1
niko,-1.0,68.4,69.4%,1.09,OG,21,22,0,0,0,0,0,0,24251,35449,23319.0,0.13,1.04,0.66,74.5,0.1,4.3,0.11,1338.0,1.01,1
flameZ,2.0,63.8,77.8%,1.0,OG,22,20,                          1.07,                          0.65,                          45.8%,                          36,                          0.62,                          73.1%,11287,15940,10623.0,0.14,1.06,0.67,78.7,0.11,5.9,0.11,596.0,1.12,1
NEOFRAG,-6.0,63.1,61.1%,0.8,OG,20,26,                          1.06,                          0.69,                          54.2%,                          20,                          0.68,                          68.9%,17033,23285,15739.0,0.15,1.08,0.68,83.5,0.09,8.4,0.11,867.0,1.14,1
HEN1,1.0,81.2,62.5%,1.05,MIBR,17,16,                          1.05,                          0.67,                          28.8%,                          20,                          0.58,                          73.9%,25002,35415,20243.0,0.12,1.24,0.57,75.0,0.08,4.2,0.1,1359.0,1.11,0
exit,1.0,77.5,62.5%,0.92,MIBR,20,19,                          1.06,                          0.64,                          48.3%,                          56,                          0.59,                          74.6%,18543,26798,15707.0,0.13,1.18,0.59,75.7,0.09,5.6,0.12,1029.0,1.12,0
brnz4n,-6.0,66.0,62.5%,0.73,MIBR,12,18,                          1.03,                          0.65,                          55.1%,                          56,                          0.67,                          69.3%,7135,10180,6738.0,0.13,1.06,0.66,76.6,0.12,5.0,0.1,382.0,1.11,0
Tuurtle,-5.0,52.9,62.5%,0.64,MIBR,10,15,                          1.05,                          0.67,                          60.0%,                          52,                          0.68,                          69.6%,18961,27432,18282.0,0.14,1.04,0.67,76.0,0.11,3.0,0.11,1039.0,1.08,0
insani,-14.0,50.1,58.3%,0.55,MIBR,6,20,                          1.12,                          0.72,                          55.1%,                          56,                          0.66,                          70.8%,5664,7765,5101.0,0.14,1.11,0.66,81.1,0.11,5.1,0.1,286.0,1.14,0
HObbit,10.0,99.5,75.0%,1.5,Cloud9,25,15,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,1
Ax1Le,7.0,96.5,87.5%,1.5,Cloud9,20,13,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,1
sh1ro,11.0,92.9,83.3%,1.49,Cloud9,21,10,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,1
buster,-2.0,60.5,62.5%,0.93,Cloud9,10,12,                          0.85,                          0.49,                          41.7%,                          11,                          0.63,                          67.4%,24271,36219,22444.0,0.12,1.08,0.62,72.7,0.08,3.7,0.09,1365.0,1.07,1
nafany,-5.0,64.7,70.8%,0.87,Cloud9,12,17,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,1
sjuush,6.0,95.2,89.3%,1.39,Heroic,23,17,                          1.08,                          0.67,                          48.9%,                          33,                          0.64,                          73.7%,18402,26995,17311.0,0.13,1.06,0.64,75.3,0.11,4.1,0.11,1017.0,1.08,1
stavn,6.0,87.0,67.9%,1.27,Heroic,23,17,                          1.16,                          0.75,                          45.2%,                          33,                          0.67,                          73.5%,25415,34852,23485.0,0.14,1.08,0.67,81.2,0.1,4.5,0.11,1306.0,1.12,1
jabbi,2.0,76.2,71.4%,1.13,Heroic,20,18,                          1.02,                          0.64,                          54.1%,                          33,                          0.66,                          70.9%,17358,25957,17090.0,0.11,1.02,0.66,71.6,0.1,4.3,0.1,968.0,1.04,1
TeSeS,0.0,68.2,75.0%,1.03,Heroic,18,18,                          1.06,                          0.67,                          51.2%,                          33,                          0.66,                          73.2%,19410,27408,18287.0,0.14,1.06,0.67,77.6,0.11,4.8,0.12,1024.0,1.1,1
cadiaN,-5.0,49.7,64.3%,0.76,Heroic,13,18,                          1.07,                          0.66,                          29.5%,                          33,                          0.59,                          70.1%,30516,44161,27559.0,0.11,1.11,0.62,73.1,0.09,5.0,0.08,1667.0,1.04,1
Goofy,9.0,80.8,71.4%,1.31,9INE,26,17,                          1.01,                          0.62,                          38.4%,                          46,                          0.66,                          70.9%,27074,38801,26551.0,0.15,1.02,0.68,77.6,0.1,4.7,0.11,1432.0,1.07,0
Kylar,-2.0,87.9,82.1%,1.17,9INE,17,19,                          1.02,                          0.66,                          54.1%,                          46,                          0.66,                          71.0%,16844,24733,16202.0,0.12,1.04,0.66,73.2,0.09,4.6,0.11,915.0,1.05,0
hades,-2.0,70.1,60.7%,1.03,9INE,18,20,                          1.09,                          0.72,                          27.2%,                          46,                          0.61,                          71.0%,18146,24832,15317.0,0.09,1.18,0.62,73.6,0.07,2.4,0.08,916.0,1.12,0
mynio,-5.0,50.1,60.7%,0.78,9INE,15,20,                          0.89,                          0.57,                          47.3%,                          46,                          0.72,                          65.3%,18411,29185,20528.0,0.16,0.9,0.7,75.4,0.09,6.8,0.08,1083.0,0.91,0
KEi,-9.0,58.6,57.1%,0.71,9INE,12,21,                          1.07,                          0.70,                          46.3%,                          46,                          0.71,                          69.0%,19292,26162,18363.0,0.15,1.05,0.7,82.8,0.09,4.5,0.09,969.0,1.12,0
tabseN,5.0,114.4,81.8%,1.62,BIG,20,15,                          1.05,                          0.67,                          52.2%,                          64,                          0.71,                          68.7%,42476,58675,41100.0,0.16,1.03,0.7,84.0,0.09,8.4,0.09,2210.0,1.04,1
faveN,10.0,83.7,72.7%,1.39,BIG,20,10,                          1.12,                          0.70,                          50.4%,                          6,                          0.65,                          76.7%,29548,40397,26331.0,0.12,1.12,0.65,78.0,0.1,3.3,0.12,1509.0,1.12,1
hyped,3.0,68.1,90.9%,1.34,BIG,15,12,                          1.15,                          0.76,                          26.7%,                          16,                          0.62,                          71.1%,6544,9404,5757.0,0.07,1.14,0.61,68.5,0.09,2.0,0.09,350.0,1.08,1
k1to,5.0,82.2,77.3%,1.32,BIG,19,14,                          0.97,                          0.63,                          62.7%,                          62,                          0.69,                          67.7%,27602,40814,28268.0,0.12,0.98,0.69,74.3,0.1,4.7,0.09,1528.0,1.03,1
Krimbo,2.0,47.9,68.2%,1.0,BIG,11,9,                          1.13,                          0.70,                          49.5%,                          64,                          0.59,                          74.2%,12130,17272,10684.0,0.12,1.14,0.62,76.3,0.08,6.8,0.1,639.0,1.11,1
torzsi,1.0,82.9,68.2%,1.07,MOUZ,15,14,                          1.22,                          0.75,                          30.5%,                          43,                          0.53,                          77.0%,12696,16933,10253.0,0.09,1.24,0.61,75.4,0.08,2.4,0.1,639.0,1.16,0
xertioN,-1.0,77.8,68.2%,0.95,MOUZ,16,17,                          1.11,                          0.70,                          51.3%,                          43,                          0.68,                          71.1%,6912,9817,6550.0,0.15,1.06,0.67,79.9,0.1,6.0,0.09,374.0,1.11,0
JDC,-7.0,68.7,72.7%,0.7,MOUZ,11,18,                          1.11,                          0.73,                          48.9%,                          35,                          0.64,                          73.2%,12066,17710,11792.0,0.12,1.02,0.67,75.1,0.09,3.2,0.1,675.0,1.05,0
frozen,-7.0,50.1,45.5%,0.57,MOUZ,10,17,                          1.25,                          0.76,                          53.3%,                          43,                          0.56,                          76.4%,27168,35894,22835.0,0.13,1.19,0.64,83.0,0.09,5.3,0.11,1372.0,1.13,0
dexter,-12.0,42.1,50.0%,0.4,MOUZ,7,19,                          0.88,                          0.57,                          54.4%,                          29,                          0.71,                          66.1%,21446,29716,19907.0,0.14,1.08,0.67,79.2,0.09,5.1,0.09,1150.0,1.05,0
bLitz,5.0,120.4,68.0%,1.46,TheMongolz,23,18,                          1.11,                          0.73,                          50.4%,                          36,                          0.67,                          69.9%,8236,11094,7547.0,0.15,1.09,0.68,83.6,0.1,6.8,0.1,411.0,1.14,0
Techno,-3.0,88.4,68.0%,1.16,TheMongolz,19,22,                          1.06,                          0.69,                          62.4%,                          36,                          0.71,                          71.4%,6510,9695,6716.0,0.12,0.97,0.69,73.4,0.11,4.1,0.1,360.0,1.03,0
Bart4k,-7.0,66.6,68.0%,0.95,TheMongolz,14,21,                          1.06,                          0.65,                          59.2%,                          12,                          0.62,                          72.6%,3986,6450,4321.0,0.11,0.92,0.67,66.8,0.1,4.1,0.11,239.0,0.95,0
