Text,Field1,Field2
dupreeh,"First kill in won rounds
15.9%",Career
dupreeh,"First kill in won rounds
15.9%",1.07 (2102)
dupreeh,"First kill in won rounds
15.9%",1.10 (1002)
dupreeh,"First kill in won rounds
15.9%",1.05 (1099)
dupreeh,"First kill in won rounds
15.9%",1.05 (163)
ZywOo,"Total opening kills
4839",
ZywOo,"Total opening deaths
3010",
ZywOo,"Opening kill ratio
1.61",
ZywOo,"Opening kill rating
1.27",
ZywOo,"Team win percent after first kill
73.3%",
ZywOo,"First kill in won rounds
20.9%",Career
ZywOo,"First kill in won rounds
20.9%",1.27 (1210)
ZywOo,"First kill in won rounds
20.9%",1.28 (636)
ZywOo,"First kill in won rounds
20.9%",1.25 (574)
ZywOo,"First kill in won rounds
20.9%",1.24 (82)
Spinx,"Total opening kills
1678",
Spinx,"Total opening deaths
1501",
Spinx,"Opening kill ratio
1.12",
Spinx,"Opening kill rating
1.02",
Spinx,"Team win percent after first kill
72.2%",
Spinx,"First kill in won rounds
13.7%",Career
Spinx,"First kill in won rounds
13.7%",1.09 (627)
Spinx,"First kill in won rounds
13.7%",1.08 (347)
Spinx,"First kill in won rounds
13.7%",1.10 (280)
Spinx,"First kill in won rounds
13.7%",1.11 (50)
apEX,"Total opening kills
6587",
apEX,"Total opening deaths
7120",
apEX,"Opening kill ratio
0.93",
apEX,"Opening kill rating
1.03",
apEX,"Team win percent after first kill
75.8%",
apEX,"First kill in won rounds
16.2%",Career
apEX,"First kill in won rounds
16.2%",1.00 (2191)
apEX,"First kill in won rounds
16.2%",1.02 (1105)
apEX,"First kill in won rounds
16.2%",0.98 (1086)
apEX,"First kill in won rounds
16.2%",1.00 (140)
Magisk,"Total opening kills
4306",
Magisk,"Total opening deaths
3963",
Magisk,"Opening kill ratio
1.09",
Magisk,"Opening kill rating
1.02",
Magisk,"Team win percent after first kill
75.8%",
Magisk,"First kill in won rounds
14.2%",Career
Magisk,"First kill in won rounds
14.2%",1.07 (1599)
Magisk,"First kill in won rounds
14.2%",1.08 (774)
Magisk,"First kill in won rounds
14.2%",1.07 (824)
Magisk,"First kill in won rounds
14.2%",1.07 (104)
gxx-,"Total opening kills
1574",
gxx-,"Total opening deaths
1054",
gxx-,"Opening kill ratio
1.49",
gxx-,"Opening kill rating
1.03",
gxx-,"Team win percent after first kill
74.4%",
gxx-,"First kill in won rounds
13.8%",Career
gxx-,"First kill in won rounds
13.8%",1.07 (625)
gxx-,"First kill in won rounds
13.8%",1.07 (517)
gxx-,"First kill in won rounds
13.8%",1.05 (108)
gxx-,"First kill in won rounds
13.8%",0.96 (29)
rigoN,"Total opening kills
2098",
rigoN,"Total opening deaths
2085",
rigoN,"Opening kill ratio
1.01",
rigoN,"Opening kill rating
1.08",
rigoN,"Team win percent after first kill
72.2%",
rigoN,"First kill in won rounds
17.2%",Career
rigoN,"First kill in won rounds
17.2%",1.03 (641)
rigoN,"First kill in won rounds
17.2%",1.04 (528)
rigoN,"First kill in won rounds
17.2%",1.02 (113)
rigoN,"First kill in won rounds
17.2%",1.03 (29)
juanflatroo,"Total opening kills
2451",
juanflatroo,"Total opening deaths
2468",
juanflatroo,"Opening kill ratio
0.99",
juanflatroo,"Opening kill rating
1.03",
juanflatroo,"Team win percent after first kill
71.8%",
juanflatroo,"First kill in won rounds
15.6%",Career
juanflatroo,"First kill in won rounds
15.6%",1.05 (832)
juanflatroo,"First kill in won rounds
15.6%",1.05 (721)
juanflatroo,"First kill in won rounds
15.6%",1.04 (111)
juanflatroo,"First kill in won rounds
15.6%",0.97 (29)
SENER1,"Total opening kills
1288",
SENER1,"Total opening deaths
1610",
SENER1,"Opening kill ratio
0.80",
SENER1,"Opening kill rating
0.89",
SENER1,"Team win percent after first kill
71.3%",
SENER1,"First kill in won rounds
10.5%",Career
SENER1,"First kill in won rounds
10.5%",0.90 (639)
SENER1,"First kill in won rounds
10.5%",0.90 (526)
SENER1,"First kill in won rounds
10.5%",0.89 (113)
SENER1,"First kill in won rounds
10.5%",0.80 (29)
sinnopsyy,"Total opening kills
2708",
sinnopsyy,"Total opening deaths
3074",
sinnopsyy,"Opening kill ratio
0.88",
sinnopsyy,"Opening kill rating
1.01",
sinnopsyy,"Team win percent after first kill
72.4%",
sinnopsyy,"First kill in won rounds
15.9%",Career
sinnopsyy,"First kill in won rounds
15.9%",0.97 (909)
sinnopsyy,"First kill in won rounds
15.9%",0.97 (804)
sinnopsyy,"First kill in won rounds
15.9%",0.97 (105)
sinnopsyy,"First kill in won rounds
15.9%",0.90 (29)
Aleksib,"Total opening kills
3087",
Aleksib,"Total opening deaths
3467",
Aleksib,"Opening kill ratio
0.89",
Aleksib,"Opening kill rating
0.97",
Aleksib,"Team win percent after first kill
74.1%",
Aleksib,"First kill in won rounds
13.6%",Career
Aleksib,"First kill in won rounds
13.6%",0.95 (1201)
Aleksib,"First kill in won rounds
13.6%",0.94 (668)
Aleksib,"First kill in won rounds
13.6%",0.96 (533)
Aleksib,"First kill in won rounds
13.6%",0.95 (59)
Brollan,"Total opening kills
3970",
Brollan,"Total opening deaths
3834",
Brollan,"Opening kill ratio
1.04",
Brollan,"Opening kill rating
1.09",
Brollan,"Team win percent after first kill
72.9%",
Brollan,"First kill in won rounds
17.8%",Career
Brollan,"First kill in won rounds
17.8%",1.05 (1190)
Brollan,"First kill in won rounds
17.8%",1.08 (681)
Brollan,"First kill in won rounds
17.8%",1.01 (509)
Brollan,"First kill in won rounds
17.8%",0.98 (33)
es3tag,"Total opening kills
3928",
es3tag,"Total opening deaths
3728",
es3tag,"Opening kill ratio
1.05",
es3tag,"Opening kill rating
1.03",
es3tag,"Team win percent after first kill
73.4%",
es3tag,"First kill in won rounds
15.4%",Career
es3tag,"First kill in won rounds
15.4%",1.01 (1397)
es3tag,"First kill in won rounds
15.4%",1.03 (941)
es3tag,"First kill in won rounds
15.4%",0.98 (456)
es3tag,"First kill in won rounds
15.4%",0.99 (14)
hampus,"Total opening kills
4478",
hampus,"Total opening deaths
4873",
hampus,"Opening kill ratio
0.92",
hampus,"Opening kill rating
1.03",
hampus,"Team win percent after first kill
74.2%",
hampus,"First kill in won rounds
16.7%",Career
hampus,"First kill in won rounds
16.7%",1.01 (1457)
hampus,"First kill in won rounds
16.7%",1.02 (1076)
hampus,"First kill in won rounds
16.7%",0.98 (381)
hampus,"First kill in won rounds
16.7%",1.02 (25)
REZ,"Total opening kills
4413",
REZ,"Total opening deaths
4247",
REZ,"Opening kill ratio
1.04",
REZ,"Opening kill rating
1.03",
REZ,"Team win percent after first kill
72.8%",
REZ,"First kill in won rounds
15.3%",Career
REZ,"First kill in won rounds
15.3%",1.03 (1555)
REZ,"First kill in won rounds
15.3%",1.03 (846)
REZ,"First kill in won rounds
15.3%",1.03 (709)
REZ,"First kill in won rounds
15.3%",1.00 (70)
ropz,"Total opening kills
3493",
ropz,"Total opening deaths
2829",
ropz,"Opening kill ratio
1.23",
ropz,"Opening kill rating
1.02",
ropz,"Team win percent after first kill
73.3%",
ropz,"First kill in won rounds
13.6%",Career
ropz,"First kill in won rounds
13.6%",1.12 (1352)
ropz,"First kill in won rounds
13.6%",1.12 (592)
ropz,"First kill in won rounds
13.6%",1.12 (760)
ropz,"First kill in won rounds
13.6%",1.10 (85)
Twistzz,"Total opening kills
3698",
Twistzz,"Total opening deaths
3433",
Twistzz,"Opening kill ratio
1.08",
Twistzz,"Opening kill rating
0.97",
Twistzz,"Team win percent after first kill
74.1%",
Twistzz,"First kill in won rounds
12.2%",Career
Twistzz,"First kill in won rounds
12.2%",1.10 (1606)
Twistzz,"First kill in won rounds
12.2%",1.12 (719)
Twistzz,"First kill in won rounds
12.2%",1.09 (887)
Twistzz,"First kill in won rounds
12.2%",1.07 (86)
rain,"Total opening kills
6032",
rain,"Total opening deaths
6206",
rain,"Opening kill ratio
0.97",
rain,"Opening kill rating
1.08",
rain,"Team win percent after first kill
74.6%",
rain,"First kill in won rounds
17.8%",Career
rain,"First kill in won rounds
17.8%",1.02 (1826)
rain,"First kill in won rounds
17.8%",1.02 (817)
rain,"First kill in won rounds
17.8%",1.02 (1009)
rain,"First kill in won rounds
17.8%",0.98 (127)
karrigan,"Total opening kills
5798",
karrigan,"Total opening deaths
7211",
karrigan,"Opening kill ratio
0.80",
karrigan,"Opening kill rating
0.96",
karrigan,"Team win percent after first kill
74.3%",
karrigan,"First kill in won rounds
13.7%",Career
karrigan,"First kill in won rounds
13.7%",0.90 (2235)
karrigan,"First kill in won rounds
13.7%",0.91 (1013)
karrigan,"First kill in won rounds
13.7%",0.89 (1222)
karrigan,"First kill in won rounds
13.7%",0.89 (134)
broky,"Total opening kills
2123",
broky,"Total opening deaths
1403",
broky,"Opening kill ratio
1.51",
broky,"Opening kill rating
1.00",
broky,"Team win percent after first kill
74.9%",
broky,"First kill in won rounds
12.4%",Career
broky,"First kill in won rounds
12.4%",1.07 (923)
broky,"First kill in won rounds
12.4%",1.05 (484)
broky,"First kill in won rounds
12.4%",1.10 (439)
broky,"First kill in won rounds
12.4%",1.10 (50)
saffee,"Total opening kills
1773",
saffee,"Total opening deaths
1185",
saffee,"Opening kill ratio
1.50",
saffee,"First kill in won rounds
16.8%",1.16 (564)
saffee,"First kill in won rounds
16.8%",1.08 (195)
yuurih,"Total opening kills
2969",
yuurih,"Total opening deaths
2188",
yuurih,"First kill in won rounds
13.8%",1.11 (1172)
yuurih,"First kill in won rounds
13.8%",1.05 (391)
arT,"Total opening kills
5130",
arT,"Total opening deaths
5127",
arT,"Opening kill rating
1.23",
arT,"Team win percent after first kill
73.2%",
arT,"First kill in won rounds
23.3%",0.99 (1158)
arT,"First kill in won rounds
23.3%",0.94 (395)
nafany,"Total opening kills
3498",
nafany,"Total opening deaths
4314",
nafany,"Team win percent after first kill
75.9%",
nafany,"First kill in won rounds
16.8%",0.95 (1098)
nafany,"First kill in won rounds
16.8%",0.97 (826)
nafany,"First kill in won rounds
16.8%",0.89 (272)
refrezh,"Total opening kills
3027",
refrezh,"Total opening deaths
2904",
refrezh,"First kill in won rounds
12.8%",1.02 (1254)
refrezh,"First kill in won rounds
12.8%",1.05 (974)
s1n,"Total opening kills
1267",
s1n,"Total opening deaths
1279",
s1n,"Opening kill rating
0.96",
s1n,"First kill in won rounds
12.7%",1.01 (534)
s1n,"First kill in won rounds
12.7%",1.02 (431)
Krimbo,"Total opening kills
1668",
Krimbo,"Total opening deaths
1370",
Krimbo,"Team win percent after first kill
72.1%",
Krimbo,"First kill in won rounds
13.1%",1.07 (684)
Krimbo,"First kill in won rounds
13.1%",1.10 (478)
tabseN,"Total opening kills
7050",
tabseN,"Total opening deaths
7266",
tabseN,"Team win percent after first kill
73.0%",
tabseN,"First kill in won rounds
17.0%",1.04 (2255)
tabseN,"First kill in won rounds
17.0%",1.04 (1611)
KSCERATO,"Total opening kills
2447",
KSCERATO,"Total opening deaths
1724",
KSCERATO,"First kill in won rounds
12.2%",1.14 (1079)
KSCERATO,"First kill in won rounds
12.2%",1.14 (385)
drop,"Total opening kills
740",
drop,"First kill in won rounds
11.0%",0.93 (359)
drop,"First kill in won rounds
11.0%",0.89 (185)
roeJ,"Total opening kills
3811",
roeJ,"Total opening deaths
3490",
roeJ,"First kill in won rounds
18.3%",1.05 (1102)
roeJ,"First kill in won rounds
18.3%",1.07 (818)
nicoodoz,"Total opening kills
3171",
nicoodoz,"Total opening deaths
1917",
nicoodoz,"First kill in won rounds
17.2%",1.08 (1010)
nicoodoz,"First kill in won rounds
17.2%",1.09 (846)
s1ren,"Total opening kills
783",
s1ren,"Total opening deaths
861",
s1ren,"First kill in won rounds
11.7%",Career
s1ren,"First kill in won rounds
11.7%",0.99 (361)
s1ren,"First kill in won rounds
11.7%",0.98 (238)
s1ren,"First kill in won rounds
11.7%",0.99 (123)
s1ren,"First kill in won rounds
11.7%",0.99 (24)
rigoN,"Total opening kills
2101",
rigoN,"Total opening deaths
2090",
rigoN,"First kill in won rounds
17.2%",1.03 (643)
rigoN,"First kill in won rounds
17.2%",1.03 (530)
sinnopsyy,"Total opening kills
2713",
sinnopsyy,"Total opening deaths
3077",
sinnopsyy,"Team win percent after first kill
72.3%",
sinnopsyy,"First kill in won rounds
15.9%",0.97 (911)
sinnopsyy,"First kill in won rounds
15.9%",0.97 (806)
SENER1,"Total opening kills
1292",
SENER1,"Total opening deaths
1618",
SENER1,"First kill in won rounds
10.6%",Career
SENER1,"First kill in won rounds
10.6%",0.90 (641)
SENER1,"First kill in won rounds
10.6%",0.90 (528)
SENER1,"First kill in won rounds
10.6%",0.89 (113)
SENER1,"First kill in won rounds
10.6%",0.80 (29)
juanflatroo,"Total opening kills
2453",
juanflatroo,"Total opening deaths
2472",
juanflatroo,"Team win percent after first kill
71.9%",
juanflatroo,"First kill in won rounds
15.6%",1.05 (834)
juanflatroo,"First kill in won rounds
15.6%",1.05 (723)
gxx-,"Total opening kills
1578",
gxx-,"Total opening deaths
1056",
gxx-,"Team win percent after first kill
74.3%",
gxx-,"First kill in won rounds
13.8%",1.07 (627)
gxx-,"First kill in won rounds
13.8%",1.07 (519)
m0NESY,"Total opening kills
1587",
m0NESY,"Total opening deaths
952",
m0NESY,"Opening kill ratio
1.67",
m0NESY,"Opening kill rating
1.22",
m0NESY,"Team win percent after first kill
74.3%",
m0NESY,"First kill in won rounds
19.3%",Career
m0NESY,"First kill in won rounds
19.3%",1.18 (441)
m0NESY,"First kill in won rounds
19.3%",1.21 (175)
m0NESY,"First kill in won rounds
19.3%",1.16 (266)
m0NESY,"First kill in won rounds
19.3%",1.16 (25)
NiKo,"Total opening kills
6796",
NiKo,"Total opening deaths
5541",
NiKo,"Opening kill ratio
1.23",
NiKo,"Opening kill rating
1.18",
NiKo,"Team win percent after first kill
73.4%",
NiKo,"First kill in won rounds
19.9%",Career
NiKo,"First kill in won rounds
19.9%",1.15 (1803)
NiKo,"First kill in won rounds
19.9%",1.14 (886)
NiKo,"First kill in won rounds
19.9%",1.17 (917)
NiKo,"First kill in won rounds
19.9%",1.13 (95)
huNter-,"Total opening kills
4948",
huNter-,"Total opening deaths
4205",
huNter-,"Opening kill ratio
1.18",
huNter-,"Opening kill rating
1.08",
huNter-,"Team win percent after first kill
75.9%",
huNter-,"First kill in won rounds
16.1%",Career
huNter-,"First kill in won rounds
16.1%",1.12 (1645)
huNter-,"First kill in won rounds
16.1%",1.12 (1075)
huNter-,"First kill in won rounds
16.1%",1.11 (570)
huNter-,"First kill in won rounds
16.1%",1.08 (53)
jks,"Total opening kills
2899",
jks,"Total opening deaths
2534",
jks,"Opening kill ratio
1.14",
jks,"Opening kill rating
0.96",
jks,"Team win percent after first kill
73.2%",
jks,"First kill in won rounds
11.5%",Career
jks,"First kill in won rounds
11.5%",1.06 (1359)
jks,"First kill in won rounds
11.5%",1.08 (676)
jks,"First kill in won rounds
11.5%",1.05 (683)
jks,"First kill in won rounds
11.5%",1.05 (57)
HooXi,"Total opening kills
2149",
HooXi,"Total opening deaths
2931",
HooXi,"Opening kill ratio
0.73",
HooXi,"Opening kill rating
0.89",
HooXi,"Team win percent after first kill
73.1%",
HooXi,"First kill in won rounds
11.6%",Career
HooXi,"First kill in won rounds
11.6%",0.85 (976)
HooXi,"First kill in won rounds
11.6%",0.86 (704)
HooXi,"First kill in won rounds
11.6%",0.83 (272)
HooXi,"First kill in won rounds
11.6%",0.79 (37)
vsm,"Total opening kills
2386",
vsm,"Total opening deaths
2137",
vsm,"Opening kill ratio
1.12",
vsm,"Opening kill rating
1.08",
vsm,"Team win percent after first kill
73.2%",
vsm,"First kill in won rounds
16.4%",Career
vsm,"First kill in won rounds
16.4%",1.10 (767)
vsm,"First kill in won rounds
16.4%",1.09 (632)
vsm,"First kill in won rounds
16.4%",1.11 (135)
vsm,"First kill in won rounds
16.4%",0.90 (5)
WOOD7,"Total opening kills
1970",
WOOD7,"Total opening deaths
1716",
WOOD7,"Opening kill ratio
1.15",
WOOD7,"Opening kill rating
1.00",
WOOD7,"Team win percent after first kill
74.0%",
WOOD7,"First kill in won rounds
13.4%",Career
WOOD7,"First kill in won rounds
13.4%",0.97 (809)
WOOD7,"First kill in won rounds
13.4%",0.98 (744)
WOOD7,"First kill in won rounds
13.4%",0.84 (65)
WOOD7,"First kill in won rounds
13.4%",0.69 (13)
Lucaozy,"Total opening kills
1886",
Lucaozy,"Total opening deaths
1722",
Lucaozy,"Opening kill ratio
1.10",
Lucaozy,"Opening kill rating
1.05",
Lucaozy,"Team win percent after first kill
73.5%",
Lucaozy,"First kill in won rounds
15.7%",Career
Lucaozy,"First kill in won rounds
15.7%",1.07 (633)
Lucaozy,"First kill in won rounds
15.7%",1.09 (530)
Lucaozy,"First kill in won rounds
15.7%",0.96 (103)
Lucaozy,"First kill in won rounds
15.7%",0.97 (10)
felps,"Total opening kills
4216",
felps,"Total opening deaths
4160",
felps,"Opening kill ratio
1.01",
felps,"Opening kill rating
1.12",
felps,"Team win percent after first kill
75.5%",
felps,"First kill in won rounds
18.5%",Career
felps,"First kill in won rounds
18.5%",1.08 (1220)
felps,"First kill in won rounds
18.5%",1.11 (822)
felps,"First kill in won rounds
18.5%",1.00 (398)
felps,"First kill in won rounds
18.5%",0.84 (34)
lux,"Total opening kills
973",
lux,"Total opening deaths
898",
lux,"Opening kill ratio
1.08",
lux,"Opening kill rating
1.04",
lux,"Team win percent after first kill
74.2%",
lux,"First kill in won rounds
15.2%",Career
lux,"First kill in won rounds
15.2%",1.05 (345)
lux,"First kill in won rounds
15.2%",1.05 (333)
lux,"First kill in won rounds
15.2%",0.85 (12)
lux,"First kill in won rounds
15.2%",-
flameZ,"Total opening kills
1882",
flameZ,"Total opening deaths
1940",
flameZ,"Opening kill ratio
0.97",
flameZ,"Opening kill rating
1.05",
flameZ,"Team win percent after first kill
72.3%",
flameZ,"First kill in won rounds
16.6%",Career
flameZ,"First kill in won rounds
16.6%",1.04 (596)
flameZ,"First kill in won rounds
16.6%",1.08 (382)
flameZ,"First kill in won rounds
16.6%",0.99 (214)
flameZ,"First kill in won rounds
16.6%",0.94 (14)
degster,"Total opening kills
2932",
degster,"Total opening deaths
1738",
degster,"Opening kill ratio
1.69",
degster,"Opening kill rating
1.19",
degster,"Team win percent after first kill
73.8%",
degster,"First kill in won rounds
18.6%",Career
degster,"First kill in won rounds
18.6%",1.18 (833)
degster,"First kill in won rounds
18.6%",1.19 (669)
degster,"First kill in won rounds
18.6%",1.13 (164)
degster,"First kill in won rounds
18.6%",1.16 (36)
NEOFRAG,"Total opening kills
2968",
NEOFRAG,"Total opening deaths
2681",
NEOFRAG,"Opening kill ratio
1.11",
NEOFRAG,"Opening kill rating
1.10",
NEOFRAG,"Team win percent after first kill
72.7%",
NEOFRAG,"First kill in won rounds
17.3%",Career
NEOFRAG,"First kill in won rounds
17.3%",1.07 (900)
NEOFRAG,"First kill in won rounds
17.3%",1.08 (663)
NEOFRAG,"First kill in won rounds
17.3%",1.05 (237)
NEOFRAG,"First kill in won rounds
17.3%",0.99 (14)
F1KU,"Total opening kills
2213",
F1KU,"Total opening deaths
2421",
F1KU,"Opening kill ratio
0.91",
F1KU,"Opening kill rating
0.97",
F1KU,"Team win percent after first kill
70.9%",
F1KU,"First kill in won rounds
13.6%",Career
F1KU,"First kill in won rounds
13.6%",1.00 (851)
F1KU,"First kill in won rounds
13.6%",1.01 (691)
F1KU,"First kill in won rounds
13.6%",0.96 (160)
F1KU,"First kill in won rounds
13.6%",0.85 (14)
nexa,"Total opening kills
2819",
nexa,"Total opening deaths
2850",
nexa,"Opening kill ratio
0.99",
nexa,"Opening kill rating
0.92",
nexa,"Team win percent after first kill
72.8%",
nexa,"First kill in won rounds
10.4%",Career
nexa,"First kill in won rounds
10.4%",1.04 (1410)
nexa,"First kill in won rounds
10.4%",1.04 (938)
nexa,"First kill in won rounds
10.4%",1.03 (472)
nexa,"First kill in won rounds
10.4%",1.05 (36)
npl,"Total opening kills
609",
npl,"Total opening deaths
722",
npl,"Opening kill ratio
0.84",
npl,"Opening kill rating
0.96",
npl,"Team win percent after first kill
71.4%",
npl,"First kill in won rounds
13.8%",Career
npl,"First kill in won rounds
13.8%",0.97 (244)
npl,"First kill in won rounds
13.8%",1.01 (178)
npl,"First kill in won rounds
13.8%",0.87 (66)
npl,"First kill in won rounds
13.8%",0.71 (8)
k0nfig,"Total opening kills
5513",
k0nfig,"Total opening deaths
5500",
k0nfig,"Opening kill ratio
1.00",
k0nfig,"Opening kill rating
1.06",
k0nfig,"Team win percent after first kill
72.9%",
k0nfig,"First kill in won rounds
16.8%",Career
k0nfig,"First kill in won rounds
16.8%",1.07 (1748)
k0nfig,"First kill in won rounds
16.8%",1.08 (1122)
k0nfig,"First kill in won rounds
16.8%",1.07 (626)
k0nfig,"First kill in won rounds
16.8%",1.00 (47)
blameF,"Total opening kills
3658",
blameF,"Total opening deaths
2459",
blameF,"Opening kill ratio
1.49",
blameF,"Opening kill rating
1.15",
blameF,"Team win percent after first kill
75.3%",
blameF,"First kill in won rounds
18.1%",Career
blameF,"First kill in won rounds
18.1%",1.16 (1107)
blameF,"First kill in won rounds
18.1%",1.17 (763)
blameF,"First kill in won rounds
18.1%",1.13 (344)
blameF,"First kill in won rounds
18.1%",1.38 (7)
device,"Total opening kills
6849",
device,"Total opening deaths
4771",
device,"Opening kill ratio
1.44",
device,"Opening kill rating
1.18",
device,"Team win percent after first kill
77.9%",
device,"First kill in won rounds
18.9%",Career
device,"First kill in won rounds
18.9%",1.16 (1957)
device,"First kill in won rounds
18.9%",1.16 (1011)
device,"First kill in won rounds
18.9%",1.17 (946)
device,"First kill in won rounds
18.9%",1.16 (127)
gla1ve,"Total opening kills
5045",
gla1ve,"Total opening deaths
5260",
gla1ve,"Opening kill ratio
0.96",
gla1ve,"Opening kill rating
1.00",
gla1ve,"Team win percent after first kill
75.2%",
gla1ve,"First kill in won rounds
14.3%",Career
gla1ve,"First kill in won rounds
14.3%",0.98 (1860)
gla1ve,"First kill in won rounds
14.3%",0.98 (995)
gla1ve,"First kill in won rounds
14.3%",0.97 (865)
gla1ve,"First kill in won rounds
14.3%",0.96 (103)
Buzz,"Total opening kills
1191",
Buzz,"Total opening deaths
1297",
Buzz,"Opening kill ratio
0.92",
Buzz,"Opening kill rating
0.98",
Buzz,"Team win percent after first kill
72.0%",
Buzz,"First kill in won rounds
13.7%",Career
Buzz,"First kill in won rounds
13.7%",0.97 (457)
Buzz,"First kill in won rounds
13.7%",0.99 (358)
Buzz,"First kill in won rounds
13.7%",0.92 (99)
Buzz,"First kill in won rounds
13.7%",-
Xyp9x,"Total opening kills
4232",
Xyp9x,"Total opening deaths
3936",
Xyp9x,"Opening kill ratio
1.08",
Xyp9x,"Opening kill rating
0.92",
Xyp9x,"Team win percent after first kill
76.3%",
Xyp9x,"First kill in won rounds
10.3%",Career
Xyp9x,"First kill in won rounds
10.3%",1.01 (2188)
Xyp9x,"First kill in won rounds
10.3%",1.02 (1075)
Xyp9x,"First kill in won rounds
10.3%",1.00 (1112)
Xyp9x,"First kill in won rounds
10.3%",1.03 (137)
Krimbo,"Total opening kills
1669",
Krimbo,"Total opening deaths
1372",
Krimbo,"First kill in won rounds
13.1%",1.07 (685)
Krimbo,"First kill in won rounds
13.1%",1.10 (479)
tabseN,"Total opening kills
7055",
tabseN,"Total opening deaths
7270",
tabseN,"First kill in won rounds
17.0%",1.04 (2256)
tabseN,"First kill in won rounds
17.0%",1.04 (1612)
faveN,"Total opening kills
4126",
faveN,"Total opening deaths
3637",
faveN,"Opening kill ratio
1.13",
faveN,"Opening kill rating
1.03",
faveN,"Team win percent after first kill
71.6%",
faveN,"First kill in won rounds
14.0%",Career
faveN,"First kill in won rounds
14.0%",1.08 (1512)
faveN,"First kill in won rounds
14.0%",1.10 (1247)
faveN,"First kill in won rounds
14.0%",0.98 (265)
faveN,"First kill in won rounds
14.0%",1.07 (6)
Grim,"Total opening kills
2952",
Grim,"Total opening deaths
3129",
Grim,"Opening kill ratio
0.94",
Grim,"Opening kill rating
0.99",
Grim,"Team win percent after first kill
72.8%",
Grim,"First kill in won rounds
14.3%",Career
Grim,"First kill in won rounds
14.3%",1.05 (1114)
Grim,"First kill in won rounds
14.3%",1.07 (857)
Grim,"First kill in won rounds
14.3%",0.98 (257)
Grim,"First kill in won rounds
14.3%",0.77 (15)
floppy,"Total opening kills
2599",
floppy,"Total opening deaths
2419",
floppy,"Opening kill ratio
1.07",
floppy,"Opening kill rating
1.00",
floppy,"Team win percent after first kill
73.8%",
floppy,"First kill in won rounds
13.7%",Career
floppy,"First kill in won rounds
13.7%",1.07 (1032)
floppy,"First kill in won rounds
13.7%",1.08 (741)
floppy,"First kill in won rounds
13.7%",1.04 (291)
floppy,"First kill in won rounds
13.7%",0.81 (10)
hallzerk,"Total opening kills
3106",
hallzerk,"Total opening deaths
2290",
hallzerk,"Opening kill ratio
1.36",
hallzerk,"Opening kill rating
1.12",
hallzerk,"Team win percent after first kill
74.1%",
hallzerk,"First kill in won rounds
17.8%",Career
hallzerk,"First kill in won rounds
17.8%",1.07 (952)
hallzerk,"First kill in won rounds
17.8%",1.06 (776)
hallzerk,"First kill in won rounds
17.8%",1.08 (176)
hallzerk,"First kill in won rounds
17.8%",0.91 (5)
FaNg,"Total opening kills
2204",
FaNg,"Total opening deaths
2189",
FaNg,"Opening kill ratio
1.01",
FaNg,"Opening kill rating
1.02",
FaNg,"Team win percent after first kill
74.3%",
FaNg,"First kill in won rounds
15.0%",Career
FaNg,"First kill in won rounds
15.0%",1.01 (801)
FaNg,"First kill in won rounds
15.0%",1.02 (661)
FaNg,"First kill in won rounds
15.0%",0.95 (140)
FaNg,"First kill in won rounds
15.0%",0.86 (10)
JT,"Total opening kills
3214",
JT,"Total opening deaths
3717",
JT,"Opening kill ratio
0.86",
JT,"Opening kill rating
0.96",
JT,"Team win percent after first kill
74.2%",
JT,"First kill in won rounds
13.6%",Career
JT,"First kill in won rounds
13.6%",0.93 (1280)
JT,"First kill in won rounds
13.6%",0.95 (1008)
JT,"First kill in won rounds
13.6%",0.85 (272)
JT,"First kill in won rounds
13.6%",0.79 (10)
headtr1ck,"Total opening kills
691",
headtr1ck,"Total opening deaths
458",
headtr1ck,"Opening kill ratio
1.51",
headtr1ck,"Opening kill rating
1.03",
headtr1ck,"Team win percent after first kill
74.0%",
headtr1ck,"First kill in won rounds
13.6%",Career
headtr1ck,"First kill in won rounds
13.6%",1.11 (279)
headtr1ck,"First kill in won rounds
13.6%",1.14 (159)
headtr1ck,"First kill in won rounds
13.6%",1.06 (120)
headtr1ck,"First kill in won rounds
13.6%",1.19 (12)
maxster,"Total opening kills
662",
maxster,"Total opening deaths
663",
maxster,"Opening kill ratio
1.00",
maxster,"Opening kill rating
0.95",
maxster,"Team win percent after first kill
71.8%",
maxster,"First kill in won rounds
12.1%",Career
maxster,"First kill in won rounds
12.1%",1.00 (291)
maxster,"First kill in won rounds
12.1%",1.01 (251)
maxster,"First kill in won rounds
12.1%",0.94 (40)
maxster,"First kill in won rounds
12.1%",-
neaLaN,"Total opening kills
3195",
neaLaN,"Total opening deaths
3515",
neaLaN,"Opening kill ratio
0.91",
neaLaN,"Opening kill rating
0.98",
neaLaN,"Team win percent after first kill
71.3%",
neaLaN,"First kill in won rounds
14.1%",Career
neaLaN,"First kill in won rounds
14.1%",0.93 (1197)
neaLaN,"First kill in won rounds
14.1%",0.94 (1051)
neaLaN,"First kill in won rounds
14.1%",0.88 (146)
neaLaN,"First kill in won rounds
14.1%",0.96 (13)
autimatic,"Total opening kills
3709",
autimatic,"Total opening deaths
3184",
autimatic,"Opening kill ratio
1.16",
autimatic,"Opening kill rating
1.04",
autimatic,"Team win percent after first kill
73.9%",
autimatic,"First kill in won rounds
15.0%",Career
