Text,Field1,Field2
degster,"Opening kill rating
1.19",
degster,"Team win percent after first kill
73.8%",
degster,"First kill in won rounds
18.6%",Career
degster,"First kill in won rounds
18.6%",1.18 (833)
degster,"First kill in won rounds
18.6%",1.19 (669)
degster,"First kill in won rounds
18.6%",1.13 (164)
degster,"First kill in won rounds
18.6%",1.16 (36)
mir,"Total opening kills
3488",
mir,"Total opening deaths
2861",
mir,"Opening kill ratio
1.22",
mir,"Opening kill rating
1.09",
mir,"Team win percent after first kill
74.3%",
mir,"First kill in won rounds
16.4%",Career
mir,"First kill in won rounds
16.4%",1.09 (1150)
mir,"First kill in won rounds
16.4%",1.11 (888)
mir,"First kill in won rounds
16.4%",1.05 (262)
mir,"First kill in won rounds
16.4%",0.95 (24)
sdy,"Total opening kills
3408",
sdy,"Total opening deaths
3214",
sdy,"Opening kill ratio
1.06",
sdy,"Opening kill rating
0.97",
sdy,"Team win percent after first kill
73.8%",
sdy,"First kill in won rounds
12.2%",Career
sdy,"First kill in won rounds
12.2%",1.04 (1488)
sdy,"First kill in won rounds
12.2%",1.05 (1196)
sdy,"First kill in won rounds
12.2%",1.03 (292)
sdy,"First kill in won rounds
12.2%",0.99 (44)
magixx,"Total opening kills
1993",
magixx,"Total opening deaths
1982",
magixx,"Opening kill ratio
1.01",
magixx,"Opening kill rating
0.97",
magixx,"Team win percent after first kill
75.3%",
magixx,"First kill in won rounds
12.8%",Career
magixx,"First kill in won rounds
12.8%",1.00 (835)
magixx,"First kill in won rounds
12.8%",1.01 (671)
magixx,"First kill in won rounds
12.8%",0.98 (164)
magixx,"First kill in won rounds
12.8%",1.03 (32)
chopper,"Total opening kills
3264",
chopper,"Total opening deaths
3652",
chopper,"Opening kill ratio
0.89",
chopper,"Opening kill rating
0.97",
chopper,"Team win percent after first kill
70.9%",
chopper,"First kill in won rounds
13.0%",Career
chopper,"First kill in won rounds
13.0%",0.96 (1296)
chopper,"First kill in won rounds
13.0%",0.95 (959)
chopper,"First kill in won rounds
13.0%",0.98 (337)
chopper,"First kill in won rounds
13.0%",0.95 (60)
Sico,"Total opening kills
2879",
Sico,"Total opening deaths
1648",
Sico,"Opening kill ratio
1.75",
Sico,"Opening kill rating
1.11",
Sico,"Team win percent after first kill
80.9%",
Sico,"First kill in won rounds
15.6%",Career
Sico,"First kill in won rounds
15.6%",1.11 (1041)
Sico,"First kill in won rounds
15.6%",1.16 (732)
Sico,"First kill in won rounds
15.6%",1.01 (309)
Sico,"First kill in won rounds
15.6%",0.80 (32)
INS,"Total opening kills
3246",
INS,"Total opening deaths
2851",
INS,"Opening kill ratio
1.14",
INS,"Opening kill rating
1.08",
INS,"Team win percent after first kill
77.1%",
INS,"First kill in won rounds
16.0%",Career
INS,"First kill in won rounds
16.0%",1.12 (1095)
INS,"First kill in won rounds
16.0%",1.15 (793)
INS,"First kill in won rounds
16.0%",1.04 (302)
INS,"First kill in won rounds
16.0%",0.84 (22)
aliStair,"Total opening kills
4015",
aliStair,"Total opening deaths
3169",
aliStair,"Opening kill ratio
1.27",
aliStair,"Opening kill rating
1.15",
aliStair,"Team win percent after first kill
77.2%",
aliStair,"First kill in won rounds
18.3%",Career
aliStair,"First kill in won rounds
18.3%",1.08 (1196)
aliStair,"First kill in won rounds
18.3%",1.12 (919)
aliStair,"First kill in won rounds
18.3%",0.98 (277)
aliStair,"First kill in won rounds
18.3%",0.88 (22)
Hatz,"Total opening kills
2915",
Hatz,"Total opening deaths
2651",
Hatz,"Opening kill ratio
1.10",
Hatz,"Opening kill rating
1.05",
Hatz,"Team win percent after first kill
75.6%",
Hatz,"First kill in won rounds
14.9%",Career
Hatz,"First kill in won rounds
14.9%",1.08 (1033)
Hatz,"First kill in won rounds
14.9%",1.10 (796)
Hatz,"First kill in won rounds
14.9%",0.99 (237)
Hatz,"First kill in won rounds
14.9%",0.79 (10)
malta,"Total opening kills
2866",
malta,"Total opening deaths
2881",
malta,"Opening kill ratio
0.99",
malta,"Opening kill rating
0.99",
malta,"Team win percent after first kill
76.0%",
malta,"First kill in won rounds
13.1%",Career
malta,"First kill in won rounds
13.1%",1.04 (1144)
malta,"First kill in won rounds
13.1%",1.07 (859)
malta,"First kill in won rounds
13.1%",0.96 (285)
malta,"First kill in won rounds
13.1%",0.88 (20)
blameF,"Total opening kills
3658",
blameF,"Total opening deaths
2459",
blameF,"Opening kill ratio
1.49",
blameF,"Opening kill rating
1.15",
blameF,"Team win percent after first kill
75.3%",
blameF,"First kill in won rounds
18.1%",Career
blameF,"First kill in won rounds
18.1%",1.16 (1107)
blameF,"First kill in won rounds
18.1%",1.17 (763)
blameF,"First kill in won rounds
18.1%",1.13 (344)
blameF,"First kill in won rounds
18.1%",1.38 (7)
jks,"Total opening kills
2899",
jks,"Total opening deaths
2534",
jks,"Opening kill ratio
1.14",
jks,"Opening kill rating
0.96",
jks,"Team win percent after first kill
73.2%",
jks,"First kill in won rounds
11.5%",Career
jks,"First kill in won rounds
11.5%",1.06 (1359)
jks,"First kill in won rounds
11.5%",1.08 (676)
jks,"First kill in won rounds
11.5%",1.05 (683)
jks,"First kill in won rounds
11.5%",1.05 (57)
k0nfig,"Total opening kills
5513",
k0nfig,"Total opening deaths
5500",
k0nfig,"Opening kill ratio
1.00",
k0nfig,"Opening kill rating
1.06",
k0nfig,"Team win percent after first kill
72.9%",
k0nfig,"First kill in won rounds
16.8%",Career
k0nfig,"First kill in won rounds
16.8%",1.07 (1748)
k0nfig,"First kill in won rounds
16.8%",1.08 (1122)
k0nfig,"First kill in won rounds
16.8%",1.07 (626)
k0nfig,"First kill in won rounds
16.8%",1.00 (47)
RUSH,"Total opening kills
3624",
RUSH,"Total opening deaths
4004",
RUSH,"Opening kill ratio
0.91",
RUSH,"Opening kill rating
0.95",
RUSH,"Team win percent after first kill
72.2%",
RUSH,"First kill in won rounds
12.2%",Career
RUSH,"First kill in won rounds
12.2%",0.97 (1569)
RUSH,"First kill in won rounds
12.2%",0.98 (1067)
RUSH,"First kill in won rounds
12.2%",0.97 (502)
RUSH,"First kill in won rounds
12.2%",0.98 (41)
poizon,"Total opening kills
3787",
poizon,"Total opening deaths
2847",
poizon,"Opening kill ratio
1.33",
poizon,"Opening kill rating
1.14",
poizon,"Team win percent after first kill
76.1%",
poizon,"First kill in won rounds
18.4%",Career
poizon,"First kill in won rounds
18.4%",1.10 (1126)
poizon,"First kill in won rounds
18.4%",1.10 (998)
poizon,"First kill in won rounds
18.4%",1.12 (128)
poizon,"First kill in won rounds
18.4%",-
ropz,"Total opening kills
3493",
ropz,"Total opening deaths
2829",
ropz,"Opening kill ratio
1.23",
ropz,"Opening kill rating
1.02",
ropz,"Team win percent after first kill
73.3%",
ropz,"First kill in won rounds
13.6%",Career
ropz,"First kill in won rounds
13.6%",1.12 (1352)
ropz,"First kill in won rounds
13.6%",1.12 (592)
ropz,"First kill in won rounds
13.6%",1.12 (760)
ropz,"First kill in won rounds
13.6%",1.10 (85)
acoR,"Total opening kills
3664",
acoR,"Total opening deaths
2926",
acoR,"Opening kill ratio
1.25",
acoR,"Opening kill rating
1.08",
acoR,"Team win percent after first kill
75.7%",
acoR,"First kill in won rounds
16.3%",Career
acoR,"First kill in won rounds
16.3%",1.06 (1250)
acoR,"First kill in won rounds
16.3%",1.07 (974)
acoR,"First kill in won rounds
16.3%",1.04 (276)
acoR,"First kill in won rounds
16.3%",1.03 (45)
Bymas,"Total opening kills
985",
Bymas,"Total opening deaths
973",
Bymas,"Opening kill ratio
1.01",
Bymas,"Opening kill rating
0.94",
Bymas,"Team win percent after first kill
73.2%",
Bymas,"First kill in won rounds
11.8%",Career
Bymas,"First kill in won rounds
11.8%",0.98 (444)
Bymas,"First kill in won rounds
11.8%",0.98 (338)
Bymas,"First kill in won rounds
11.8%",0.98 (106)
Bymas,"First kill in won rounds
11.8%",1.06 (16)
frozen,"Total opening kills
3911",
frozen,"Total opening deaths
3408",
frozen,"Opening kill ratio
1.15",
frozen,"Opening kill rating
1.05",
frozen,"Team win percent after first kill
73.9%",
frozen,"First kill in won rounds
15.0%",Career
frozen,"First kill in won rounds
15.0%",1.13 (1398)
frozen,"First kill in won rounds
15.0%",1.13 (868)
frozen,"First kill in won rounds
15.0%",1.12 (530)
frozen,"First kill in won rounds
15.0%",1.09 (51)
dexter,"Total opening kills
3528",
dexter,"Total opening deaths
3096",
dexter,"Opening kill ratio
1.14",
dexter,"Opening kill rating
1.08",
dexter,"Team win percent after first kill
75.8%",
dexter,"First kill in won rounds
16.1%",Career
dexter,"First kill in won rounds
16.1%",1.05 (1168)
dexter,"First kill in won rounds
16.1%",1.11 (726)
dexter,"First kill in won rounds
16.1%",0.96 (442)
dexter,"First kill in won rounds
16.1%",0.92 (53)
flameZ,"Total opening kills
1882",
flameZ,"Total opening deaths
1940",
flameZ,"Opening kill ratio
0.97",
flameZ,"Opening kill rating
1.05",
flameZ,"Team win percent after first kill
72.3%",
flameZ,"First kill in won rounds
16.6%",Career
flameZ,"First kill in won rounds
16.6%",1.04 (596)
flameZ,"First kill in won rounds
16.6%",1.08 (382)
flameZ,"First kill in won rounds
16.6%",0.99 (214)
flameZ,"First kill in won rounds
16.6%",0.94 (14)
niko,"Total opening kills
3422",
niko,"Total opening deaths
3602",
niko,"Opening kill ratio
0.95",
niko,"Opening kill rating
0.97",
niko,"Team win percent after first kill
72.4%",
niko,"First kill in won rounds
13.2%",Career
niko,"First kill in won rounds
13.2%",1.01 (1367)
niko,"First kill in won rounds
13.2%",1.03 (1036)
niko,"First kill in won rounds
13.2%",0.98 (331)
niko,"First kill in won rounds
13.2%",0.82 (12)
valde,"Total opening kills
3336",
valde,"Total opening deaths
2696",
valde,"Opening kill ratio
1.24",
valde,"Opening kill rating
1.01",
valde,"Team win percent after first kill
75.4%",
valde,"First kill in won rounds
13.6%",Career
valde,"First kill in won rounds
13.6%",1.08 (1342)
valde,"First kill in won rounds
13.6%",1.08 (836)
valde,"First kill in won rounds
13.6%",1.07 (506)
valde,"First kill in won rounds
13.6%",0.93 (28)
mantuu,"Total opening kills
2478",
mantuu,"Total opening deaths
1716",
mantuu,"Opening kill ratio
1.44",
mantuu,"Opening kill rating
1.12",
mantuu,"Team win percent after first kill
73.6%",
mantuu,"First kill in won rounds
17.3%",Career
mantuu,"First kill in won rounds
17.3%",1.12 (782)
mantuu,"First kill in won rounds
17.3%",1.12 (627)
mantuu,"First kill in won rounds
17.3%",1.12 (155)
mantuu,"First kill in won rounds
17.3%",-
Aleksib,"Total opening kills
3087",
Aleksib,"Total opening deaths
3467",
Aleksib,"Opening kill ratio
0.89",
Aleksib,"Opening kill rating
0.97",
Aleksib,"Team win percent after first kill
74.1%",
Aleksib,"First kill in won rounds
13.6%",Career
Aleksib,"First kill in won rounds
13.6%",0.95 (1201)
Aleksib,"First kill in won rounds
13.6%",0.94 (668)
Aleksib,"First kill in won rounds
13.6%",0.96 (533)
Aleksib,"First kill in won rounds
13.6%",0.95 (59)
hades,"Total opening kills
2971",
hades,"Total opening deaths
1833",
hades,"Opening kill ratio
1.62",
hades,"Opening kill rating
1.13",
hades,"Team win percent after first kill
75.8%",
hades,"First kill in won rounds
17.1%",Career
hades,"First kill in won rounds
17.1%",1.09 (944)
hades,"First kill in won rounds
17.1%",1.11 (768)
hades,"First kill in won rounds
17.1%",1.03 (176)
hades,"First kill in won rounds
17.1%",0.91 (31)
Spinx,"Total opening kills
1678",
Spinx,"Total opening deaths
1501",
Spinx,"Opening kill ratio
1.12",
Spinx,"Opening kill rating
1.02",
Spinx,"Team win percent after first kill
72.2%",
Spinx,"First kill in won rounds
13.7%",Career
Spinx,"First kill in won rounds
13.7%",1.09 (627)
Spinx,"First kill in won rounds
13.7%",1.08 (347)
Spinx,"First kill in won rounds
13.7%",1.10 (280)
Spinx,"First kill in won rounds
13.7%",1.11 (50)
dycha,"Total opening kills
2877",
dycha,"Total opening deaths
2817",
dycha,"Opening kill ratio
1.02",
dycha,"Opening kill rating
1.03",
dycha,"Team win percent after first kill
72.3%",
dycha,"First kill in won rounds
14.7%",Career
dycha,"First kill in won rounds
14.7%",1.06 (1006)
dycha,"First kill in won rounds
14.7%",1.08 (674)
dycha,"First kill in won rounds
14.7%",1.03 (332)
dycha,"First kill in won rounds
14.7%",1.02 (45)
doto,"Total opening kills
2176",
doto,"Total opening deaths
2545",
doto,"Opening kill ratio
0.86",
doto,"Opening kill rating
0.97",
doto,"Team win percent after first kill
73.2%",
doto,"First kill in won rounds
14.2%",Career
doto,"First kill in won rounds
14.2%",0.97 (804)
doto,"First kill in won rounds
14.2%",0.96 (685)
doto,"First kill in won rounds
14.2%",1.02 (119)
doto,"First kill in won rounds
14.2%",0.92 (10)
Snappi,"Total opening kills
4356",
Snappi,"Total opening deaths
4320",
Snappi,"Opening kill ratio
1.01",
Snappi,"Opening kill rating
0.97",
Snappi,"Team win percent after first kill
75.8%",
Snappi,"First kill in won rounds
13.5%",Career
Snappi,"First kill in won rounds
13.5%",0.95 (1794)
Snappi,"First kill in won rounds
13.5%",0.97 (1123)
Snappi,"First kill in won rounds
13.5%",0.91 (671)
Snappi,"First kill in won rounds
13.5%",0.85 (51)
KRIMZ,"Total opening kills
4558",
KRIMZ,"Total opening deaths
4248",
KRIMZ,"Opening kill ratio
1.07",
KRIMZ,"Opening kill rating
0.97",
KRIMZ,"Team win percent after first kill
74.4%",
KRIMZ,"First kill in won rounds
12.4%",Career
KRIMZ,"First kill in won rounds
12.4%",1.05 (1968)
KRIMZ,"First kill in won rounds
12.4%",1.03 (1023)
KRIMZ,"First kill in won rounds
12.4%",1.06 (945)
KRIMZ,"First kill in won rounds
12.4%",1.06 (131)
Jackinho,"Total opening kills
944",
Jackinho,"Total opening deaths
861",
Jackinho,"Opening kill ratio
1.10",
Jackinho,"Opening kill rating
1.05",
Jackinho,"Team win percent after first kill
71.2%",
Jackinho,"First kill in won rounds
16.0%",Career
Jackinho,"First kill in won rounds
16.0%",1.01 (329)
Jackinho,"First kill in won rounds
16.0%",1.00 (267)
Jackinho,"First kill in won rounds
16.0%",1.05 (62)
Jackinho,"First kill in won rounds
16.0%",-
ALEX,"Total opening kills
3278",
ALEX,"Total opening deaths
3941",
ALEX,"Opening kill ratio
0.83",
ALEX,"Opening kill rating
0.99",
ALEX,"Team win percent after first kill
73.1%",
ALEX,"First kill in won rounds
15.1%",Career
ALEX,"First kill in won rounds
15.1%",0.99 (1162)
ALEX,"First kill in won rounds
15.1%",1.01 (793)
ALEX,"First kill in won rounds
15.1%",0.96 (369)
ALEX,"First kill in won rounds
15.1%",0.93 (31)
Brollan,"Total opening kills
3970",
Brollan,"Total opening deaths
3834",
Brollan,"Opening kill ratio
1.04",
Brollan,"Opening kill rating
1.09",
Brollan,"Team win percent after first kill
72.9%",
Brollan,"First kill in won rounds
17.8%",Career
Brollan,"First kill in won rounds
17.8%",1.05 (1190)
Brollan,"First kill in won rounds
17.8%",1.08 (681)
Brollan,"First kill in won rounds
17.8%",1.01 (509)
Brollan,"First kill in won rounds
17.8%",0.98 (33)
mezii,"Total opening kills
1694",
mezii,"Total opening deaths
1490",
mezii,"Opening kill ratio
1.14",
mezii,"Opening kill rating
0.98",
mezii,"Team win percent after first kill
72.1%",
mezii,"First kill in won rounds
12.5%",Career
mezii,"First kill in won rounds
12.5%",1.07 (716)
mezii,"First kill in won rounds
12.5%",1.08 (490)
mezii,"First kill in won rounds
12.5%",1.05 (226)
mezii,"First kill in won rounds
12.5%",1.00 (25)
FL1T,"Total opening kills
3511",
FL1T,"Total opening deaths
3234",
FL1T,"Opening kill ratio
1.09",
FL1T,"Opening kill rating
0.98",
FL1T,"Team win percent after first kill
73.1%",
FL1T,"First kill in won rounds
12.7%",Career
FL1T,"First kill in won rounds
12.7%",1.07 (1429)
FL1T,"First kill in won rounds
12.7%",1.08 (1094)
FL1T,"First kill in won rounds
12.7%",1.05 (335)
FL1T,"First kill in won rounds
12.7%",0.99 (55)
zorte,"Total opening kills
3547",
zorte,"Total opening deaths
2253",
zorte,"Opening kill ratio
1.57",
zorte,"Opening kill rating
1.16",
zorte,"Team win percent after first kill
73.9%",
zorte,"First kill in won rounds
17.9%",Career
zorte,"First kill in won rounds
17.9%",1.11 (1068)
zorte,"First kill in won rounds
17.9%",1.11 (975)
zorte,"First kill in won rounds
17.9%",1.12 (93)
zorte,"First kill in won rounds
17.9%",1.14 (17)
almazer,"Total opening kills
3279",
almazer,"Total opening deaths
3447",
almazer,"Opening kill ratio
0.95",
almazer,"Opening kill rating
0.96",
almazer,"Team win percent after first kill
71.8%",
almazer,"First kill in won rounds
12.4%",Career
almazer,"First kill in won rounds
12.4%",1.00 (1349)
almazer,"First kill in won rounds
12.4%",1.00 (1176)
almazer,"First kill in won rounds
12.4%",1.04 (173)
almazer,"First kill in won rounds
12.4%",0.91 (7)
KENSI,"Total opening kills
2282",
KENSI,"Total opening deaths
2224",
KENSI,"Opening kill ratio
1.03",
KENSI,"Opening kill rating
1.00",
KENSI,"Team win percent after first kill
75.2%",
KENSI,"First kill in won rounds
14.2%",Career
KENSI,"First kill in won rounds
14.2%",1.05 (860)
KENSI,"First kill in won rounds
14.2%",1.05 (802)
KENSI,"First kill in won rounds
14.2%",1.06 (58)
KENSI,"First kill in won rounds
14.2%",1.14 (10)
Jerry,"Total opening kills
5270",
Jerry,"Total opening deaths
5251",
Jerry,"Opening kill ratio
1.00",
Jerry,"Opening kill rating
1.01",
Jerry,"Team win percent after first kill
73.1%",
Jerry,"First kill in won rounds
14.5%",Career
Jerry,"First kill in won rounds
14.5%",0.98 (1885)
Jerry,"First kill in won rounds
14.5%",0.99 (1661)
Jerry,"First kill in won rounds
14.5%",0.97 (224)
Jerry,"First kill in won rounds
14.5%",0.80 (24)
es3tag,"Total opening kills
3928",
es3tag,"Total opening deaths
3728",
es3tag,"Opening kill ratio
1.05",
es3tag,"Opening kill rating
1.03",
es3tag,"Team win percent after first kill
73.4%",
es3tag,"First kill in won rounds
15.4%",Career
es3tag,"First kill in won rounds
15.4%",1.01 (1397)
es3tag,"First kill in won rounds
15.4%",1.03 (941)
es3tag,"First kill in won rounds
15.4%",0.98 (456)
es3tag,"First kill in won rounds
15.4%",0.99 (14)
NaToSaphiX,"Total opening kills
2909",
NaToSaphiX,"Total opening deaths
2085",
NaToSaphiX,"Opening kill ratio
1.40",
NaToSaphiX,"Opening kill rating
1.06",
NaToSaphiX,"Team win percent after first kill
73.9%",
NaToSaphiX,"First kill in won rounds
15.0%",Career
NaToSaphiX,"First kill in won rounds
15.0%",1.07 (1067)
NaToSaphiX,"First kill in won rounds
15.0%",1.07 (948)
NaToSaphiX,"First kill in won rounds
15.0%",1.04 (119)
NaToSaphiX,"First kill in won rounds
15.0%",-
guerri,"Total opening kills
446",
guerri,"Total opening deaths
485",
guerri,"Opening kill ratio
0.92",
guerri,"Opening kill rating
0.96",
guerri,"Team win percent after first kill
71.7%",
guerri,"First kill in won rounds
13.0%",Career
guerri,"First kill in won rounds
13.0%",0.93 (186)
guerri,"First kill in won rounds
13.0%",0.96 (143)
guerri,"First kill in won rounds
13.0%",0.83 (43)
guerri,"First kill in won rounds
13.0%",-
El1an,"Total opening kills
5023",
El1an,"Total opening deaths
3192",
El1an,"Opening kill ratio
1.57",
El1an,"Opening kill rating
1.19",
El1an,"Team win percent after first kill
74.5%",
El1an,"First kill in won rounds
19.2%",Career
El1an,"First kill in won rounds
19.2%",1.12 (1427)
El1an,"First kill in won rounds
19.2%",1.12 (1290)
El1an,"First kill in won rounds
19.2%",1.07 (137)
El1an,"First kill in won rounds
19.2%",1.10 (16)
Krad,"Total opening kills
4273",
Krad,"Total opening deaths
4689",
Krad,"Opening kill ratio
0.91",
Krad,"Opening kill rating
1.01",
Krad,"Team win percent after first kill
73.0%",
Krad,"First kill in won rounds
15.0%",Career
Krad,"First kill in won rounds
15.0%",1.00 (1502)
Krad,"First kill in won rounds
15.0%",1.00 (1344)
Krad,"First kill in won rounds
15.0%",1.01 (158)
Krad,"First kill in won rounds
15.0%",0.91 (35)
Forester,"Total opening kills
4047",
Forester,"Total opening deaths
3688",
Forester,"Opening kill ratio
1.10",
Forester,"Opening kill rating
1.03",
Forester,"Team win percent after first kill
75.2%",
Forester,"First kill in won rounds
15.2%",Career
Forester,"First kill in won rounds
15.2%",1.02 (1445)
Forester,"First kill in won rounds
15.2%",1.02 (1318)
Forester,"First kill in won rounds
15.2%",1.02 (127)
Forester,"First kill in won rounds
15.2%",0.94 (28)
NickelBack,"Total opening kills
3879",
NickelBack,"Total opening deaths
4118",
NickelBack,"Opening kill ratio
0.94",
NickelBack,"Opening kill rating
0.95",
NickelBack,"Team win percent after first kill
72.7%",
NickelBack,"First kill in won rounds
12.3%",Career
NickelBack,"First kill in won rounds
12.3%",0.97 (1649)
NickelBack,"First kill in won rounds
12.3%",0.97 (1487)
NickelBack,"First kill in won rounds
12.3%",0.96 (162)
NickelBack,"First kill in won rounds
12.3%",0.92 (16)
Lack1,"Total opening kills
3617",
Lack1,"Total opening deaths
4186",
Lack1,"Opening kill ratio
0.86",
Lack1,"Opening kill rating
1.01",
Lack1,"Team win percent after first kill
71.6%",
Lack1,"First kill in won rounds
15.2%",Career
Lack1,"First kill in won rounds
15.2%",0.97 (1220)
Lack1,"First kill in won rounds
15.2%",0.98 (1126)
Lack1,"First kill in won rounds
15.2%",0.92 (94)
Lack1,"First kill in won rounds
15.2%",0.88 (16)
Maluk3,"Total opening kills
3903",
Maluk3,"Total opening deaths
2913",
Maluk3,"Opening kill ratio
1.34",
Maluk3,"Opening kill rating
1.13",
Maluk3,"Team win percent after first kill
74.8%",
Maluk3,"First kill in won rounds
17.6%",Career
Maluk3,"First kill in won rounds
17.6%",1.02 (1226)
Maluk3,"First kill in won rounds
17.6%",1.02 (1086)
Maluk3,"First kill in won rounds
17.6%",1.01 (140)
Maluk3,"First kill in won rounds
17.6%",-
xns,"Total opening kills
1038",
xns,"Total opening deaths
1153",
xns,"Opening kill ratio
0.90",
xns,"Opening kill rating
0.95",
xns,"Team win percent after first kill
69.0%",
xns,"First kill in won rounds
12.3%",Career
xns,"First kill in won rounds
12.3%",0.95 (440)
xns,"First kill in won rounds
12.3%",0.95 (417)
xns,"First kill in won rounds
12.3%",0.97 (23)
xns,"First kill in won rounds
12.3%",-
prt,"Total opening kills
1852",
prt,"Total opening deaths
1900",
prt,"Opening kill ratio
0.97",
prt,"Opening kill rating
0.97",
prt,"Team win percent after first kill
72.4%",
prt,"First kill in won rounds
12.8%",Career
prt,"First kill in won rounds
12.8%",0.98 (781)
prt,"First kill in won rounds
12.8%",0.98 (682)
prt,"First kill in won rounds
12.8%",0.96 (99)
prt,"First kill in won rounds
12.8%",-
malbsMd,"Total opening kills
2384",
malbsMd,"Total opening deaths
2254",
malbsMd,"Opening kill ratio
1.06",
malbsMd,"Opening kill rating
1.09",
malbsMd,"Team win percent after first kill
71.9%",
malbsMd,"First kill in won rounds
17.3%",Career
malbsMd,"First kill in won rounds
17.3%",1.07 (757)
malbsMd,"First kill in won rounds
17.3%",1.08 (689)
malbsMd,"First kill in won rounds
17.3%",0.93 (68)
malbsMd,"First kill in won rounds
17.3%",-
pesadelo,"Total opening kills
2083",
pesadelo,"Total opening deaths
2173",
pesadelo,"Opening kill ratio
0.96",
pesadelo,"Opening kill rating
1.00",
pesadelo,"Team win percent after first kill
72.8%",
pesadelo,"First kill in won rounds
14.7%",Career
pesadelo,"First kill in won rounds
14.7%",1.01 (780)
pesadelo,"First kill in won rounds
14.7%",1.01 (696)
pesadelo,"First kill in won rounds
14.7%",1.00 (84)
pesadelo,"First kill in won rounds
14.7%",-
gade,"Total opening kills
2366",
gade,"Total opening deaths
2658",
gade,"Opening kill ratio
0.89",
gade,"Opening kill rating
0.96",
gade,"Team win percent after first kill
73.2%",
gade,"First kill in won rounds
13.5%",Career
gade,"First kill in won rounds
13.5%",0.99 (958)
gade,"First kill in won rounds
13.5%",1.00 (651)
gade,"First kill in won rounds
13.5%",0.97 (307)
gade,"First kill in won rounds
13.5%",0.98 (26)
MICHU,"Total opening kills
5282",
MICHU,"Total opening deaths
4904",
MICHU,"Opening kill ratio
1.08",
MICHU,"Opening kill rating
1.04",
MICHU,"Team win percent after first kill
71.6%",
MICHU,"First kill in won rounds
15.6%",Career
MICHU,"First kill in won rounds
15.6%",1.07 (1848)
MICHU,"First kill in won rounds
15.6%",1.07 (1431)
MICHU,"First kill in won rounds
15.6%",1.07 (416)
MICHU,"First kill in won rounds
15.6%",0.93 (8)
CeRq,"Total opening kills
4009",
CeRq,"Total opening deaths
2803",
CeRq,"Opening kill ratio
1.43",
CeRq,"Opening kill rating
1.15",
CeRq,"Team win percent after first kill
75.1%",
CeRq,"First kill in won rounds
17.9%",Career
CeRq,"First kill in won rounds
17.9%",1.10 (1231)
CeRq,"First kill in won rounds
17.9%",1.12 (780)
CeRq,"First kill in won rounds
17.9%",1.06 (450)
CeRq,"First kill in won rounds
17.9%",1.03 (31)
oBo,"Total opening kills
897",
oBo,"Total opening deaths
872",
oBo,"Opening kill ratio
1.03",
oBo,"Opening kill rating
0.98",
oBo,"Team win percent after first kill
72.7%",
oBo,"First kill in won rounds
13.5%",Career
oBo,"First kill in won rounds
13.5%",1.03 (356)
oBo,"First kill in won rounds
13.5%",1.04 (311)
oBo,"First kill in won rounds
13.5%",0.99 (44)
oBo,"First kill in won rounds
13.5%",0.89 (11)
daps,"Total opening kills
2061",
daps,"Total opening deaths
2791",
daps,"Opening kill ratio
0.74",
daps,"Opening kill rating
0.87",
daps,"Team win percent after first kill
74.2%",
daps,"First kill in won rounds
10.3%",Career
daps,"First kill in won rounds
10.3%",0.87 (1083)
daps,"First kill in won rounds
10.3%",0.90 (709)
daps,"First kill in won rounds
10.3%",0.83 (373)
daps,"First kill in won rounds
10.3%",0.77 (10)
Brehze,"Total opening kills
3338",
Brehze,"Total opening deaths
3018",
Brehze,"Opening kill ratio
1.11",
Brehze,"Opening kill rating
1.02",
Brehze,"Team win percent after first kill
73.4%",
Brehze,"First kill in won rounds
14.4%",Career
Brehze,"First kill in won rounds
14.4%",1.09 (1259)
Brehze,"First kill in won rounds
14.4%",1.10 (770)
Brehze,"First kill in won rounds
14.4%",1.08 (489)
Brehze,"First kill in won rounds
14.4%",1.10 (31)
tiziaN,"Total opening kills
4529",
tiziaN,"Total opening deaths
4893",
tiziaN,"Team win percent after first kill
72.3%",
tiziaN,"First kill in won rounds
12.7%",0.95 (1891)
tiziaN,"First kill in won rounds
12.7%",0.97 (1471)
NEOFRAG,"Total opening kills
2953",
NEOFRAG,"Total opening deaths
2668",
NEOFRAG,"Opening kill ratio
1.11",
NEOFRAG,"Opening kill rating
1.10",
NEOFRAG,"Team win percent after first kill
72.8%",
NEOFRAG,"First kill in won rounds
17.3%",Career
NEOFRAG,"First kill in won rounds
17.3%",1.07 (895)
NEOFRAG,"First kill in won rounds
17.3%",1.08 (658)
NEOFRAG,"First kill in won rounds
17.3%",1.05 (237)
NEOFRAG,"First kill in won rounds
17.3%",0.99 (14)
oskar,"Total opening kills
6181",
oskar,"Total opening deaths
4300",
oskar,"Opening kill ratio
1.44",
oskar,"Opening kill rating
1.17",
oskar,"Team win percent after first kill
73.4%",
oskar,"First kill in won rounds
18.6%",Career
oskar,"First kill in won rounds
18.6%",1.13 (1790)
oskar,"First kill in won rounds
18.6%",1.13 (1322)
oskar,"First kill in won rounds
18.6%",1.11 (468)
oskar,"First kill in won rounds
18.6%",1.06 (24)
SHOCK,"Total opening kills
2913",
SHOCK,"Total opening deaths
2969",
SHOCK,"Opening kill ratio
0.98",
SHOCK,"Opening kill rating
0.98",
SHOCK,"Team win percent after first kill
72.8%",
SHOCK,"First kill in won rounds
13.4%",Career
